Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Status
green-micarta-keybar,Green Micarta KeyBar,"<p>Rugged, durable, long-lasting, extremely lightweight. All great things that can be said about Micarta. One of the most popular materials for pocket knife handles now used to create our KeyBars. This particular model comes made of full green linen micarta composite.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Full Micarta KeyBar with a standard pocket clip</li> <li>Comes with Heat Colored Screws</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, green micarta, key accessories, key organizer, keybar key organizer, linen micarta, micarta, multitool key organizer",TRUE,Title,Default Title,,,,,MCRTA-GRN-FULL,72,shopify,0,deny,manual,66.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2020/08/Green-Micarta-KeyBar-Updated.jpg,1,Green Micarta KeyBar,FALSE,Green Micarta KeyBar,<ul> <li>Green Linen Micarta</li> <li>Comes with Heat Colored Screws</li> <li>Micarta Clip Side includes Stainless Steel Heat Colored Threaded Inserts</li> </ul> <p></p>,,g,active
green-micarta-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/08/Photo-Jun-01-9-53-40-AM-scaled.jpg,2,Green Micarta KeyBar - Image 2,,,,,,
green-micarta-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/08/Photo-Jun-01-9-54-49-AM-scaled.jpg,3,Green Micarta KeyBar - Image 3,,,,,,
green-micarta-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/08/Photo-Sep-14-9-39-54-AM-scaled.jpg,4,Green Micarta KeyBar - Image 4,,,,,,
green-micarta-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/08/Photo-Jan-14-1-10-54-PM-scaled.jpg,5,Green Micarta KeyBar - Image 5,,,,,,
green-micarta-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/08/Photo-Feb-11-9-35-31-AM-scaled.jpg,6,Green Micarta KeyBar - Image 6,,,,,,
stonewashed-titanium-keybar-jr,Stonewashed Titanium KeyBar JR,"<p>The KeyBar JR is our most minimalist KeyBar, was designed for convenience and carrying only the essentials. Available at an extremely affordable price and made with high-grade Titanium with a classic and rugged stonewash finish, KeyBar JR is the solution for those who want a more compact everyday carry. </p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li>Clamshell Packaging</li> <li>(1) Stonewash Titanium KeyBar Jr</li> <li>(2) Custom designed stainless steel 1/2"" screws (4-5 keys)</li> <li>(12) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li>Length of the KeyBar - 3.0625""</li> <li>Width of rounded end - .95""</li> <li>Distance between screw holes - 2.25""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> <h3>What can I put in the KeyBar JR?</h3> <ul> <li>3-4 keys and inserts with included screws</li> <li>Up to 12 keys and inserts with extension screws</li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar JR,"All Products, KeyBars > JR Size KeyBars, KeyBars, aluminum key holder, edc key holder, EDC tools, every day carry key organizer, light weight, minimalist, sleek, slim",TRUE,Title,Default Title,,,,,TKB-JR,54,shopify,0,deny,manual,38.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2020/11/Updated-Stonewashed-Titanium-KeyBar-JR-updated-no-inserts.jpg,1,Stonewashed Titanium KeyBar JR,FALSE,Stonewashed Titanium KeyBar JR,<ul> <li>Compact and minimalist key/tool organizer</li> <li>Stonwash finish for classic and rugged look</li> <li>Made of titanium</li> <li>JR Pocket Clip is Optional</li> </ul>,,g,active
stonewashed-titanium-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/11/Titanium-KeyBar-JR-1.jpg,2,Stonewashed Titanium KeyBar JR - Image 2,,,,,,
stonewashed-titanium-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/11/Titanium-KeyBar-JR-2.jpg,3,Stonewashed Titanium KeyBar JR - Image 3,,,,,,
stonewashed-titanium-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Titanium-JR-Pocket-Clip.jpg,4,Stonewashed Titanium KeyBar JR - Image 4,,,,,,
stonewashed-titanium-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2020/11/Titanium-KeyBar-in-Blister-Packaging.jpg,5,Stonewashed Titanium KeyBar JR - Image 5,,,,,,
bomber-aluminum-keybar,Bomber Aluminum KeyBar,"Show off your fighting and free spirit with the Aluminum Bomber UV Print KeyBar. Made of high-end aircraft-grade aluminum, these KeyBar bombers feature a WW2 nose art graphic inspired by the famous Warhawk aircraft. Exhaust vents, USAF emblem and that classic Warhawk bomber face make this a standout KeyBar you for sure don't want to miss. The inside of features a classic P51 inspired graphic with our very own ""Georgia Peach"" pin up decoration. <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) Custom KeyBar with a regular titanium pocket clip</li> <li>Comes with Stainless Steel Screws</li> <li>(2) 1custom designed stainless steel /2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> Use the following dimensions to find out: <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <strong>Add-Ons</strong> <a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a> <a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, aircraft, airplane, aluminum key organizer, bomber, edc, key holder, Keybar, uv print, warhawk, ww2 aircraft",TRUE,Title,Default Title,,,,,AKB-UV-BMBR,77,shopify,0,deny,manual,56.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2021/02/Bomber-Aluminum-KeyBar-Updated.jpg,1,Bomber Aluminum KeyBar,FALSE,Bomber Aluminum KeyBar,<ul> <li>Aluminum Base</li> <li>Warhawk inspired UV printed artwork</li> <li>Regular Titanium Pocket Clip Included</li> </ul>,,g,active
bomber-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/02/New-Bomber-Inside-Outside-Graphic.jpg,2,Bomber Aluminum KeyBar - Image 2,,,,,,
bomber-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/02/Photo-Oct-26-2022-3-30-09-PM-scaled.jpg,3,Bomber Aluminum KeyBar - Image 3,,,,,,
bomber-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/02/Photo-Oct-26-2022-3-32-52-PM-scaled.jpg,4,Bomber Aluminum KeyBar - Image 4,,,,,,
bomber-aluminum-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/02/Photo-Jul-29-3-38-41-PM-scaled.jpg,5,Bomber Aluminum KeyBar - Image 5,,,,,,
drop-point-jr-insert-for-keybar-jr,Drop Point JR Insert for KeyBar JR,"<p>The Drop Point JR is the insert KeyBar JR fans have been waiting for! Made CPM D2 Stainless Steel, it's the perfect accessory in terms of keeping your EDC to the most minimalistic blueprint possible. Made by Mike Taylor ! Allows for 2 keys to be fitted with Drop Point. An extension screw set is recommended for anyone looking to add more keys or tools to their KeyBar JR with this insert. </p><p><b>Limited run</b></p><p><b>NOTE: These will not deliver within any specific time frame as they are each hand-ground individually</b></p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li>(1) CPM D2 SS blade with titanium thumbstud</li> <li>(1) Titanium detent plate</li> <li>(1)Black Washer</li></ul> <h3>Specs</h3> <ul><li>Weight: Less than 1 ounce</li> <li>Cutting length: 2""</li> <li>Actual dimensions: 3” x 1” x 0.09”</li> <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/1PmPbmo86no"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe></ul></li></ul></div></div>",KeyBar,,Insert,"blade, box cutter insert for KeyBar, KeyBar utility attachment, KeyBar utility insert, razor",TRUE,Title,Default Title,,,,,OP-DP-JR-BLD,28,shopify,0,continue,manual,89.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2021/03/CPMD2-Drop-Point-JR-Main.jpg,1,Drop Point JR Insert for KeyBar JR,FALSE,Drop Point JR Insert for KeyBar JR,"<ul> <li>CPM D2 Stainless steel blade</li> <li>0.09 in thick, 2 inch long blade</li> <li>Titanium detent plate that functions like a friction folder/slip joint with a nice detent in the open and closed position</li> <li style=""color: red;"">Fits KeyBar JR Models ONLY</li> <li><b>KEYBAR JR AND POCKET CLIP SOLD SEPARATELY",,g,active
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/Photo-Dec-27-1-45-40-PM-scaled.jpg,2,Drop Point JR Insert for KeyBar JR - Image 2,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/Photo-Dec-22-4-47-47-PM-scaled.jpg,3,Drop Point JR Insert for KeyBar JR - Image 3,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/Photo-Dec-22-4-47-25-PM-scaled.jpg,4,Drop Point JR Insert for KeyBar JR - Image 4,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/Photo-Dec-22-4-48-27-PM-scaled.jpg,5,Drop Point JR Insert for KeyBar JR - Image 5,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/CPMD2-Drop-Point-JR-1.jpg,6,Drop Point JR Insert for KeyBar JR - Image 6,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/CPMD2-Drop-Point-JR-2.jpg,7,Drop Point JR Insert for KeyBar JR - Image 7,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/CPMD2-Drop-Point-JR-5.jpg,8,Drop Point JR Insert for KeyBar JR - Image 8,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/CPMD2-Drop-Point-JR-4.jpg,9,Drop Point JR Insert for KeyBar JR - Image 9,,,,,,
drop-point-jr-insert-for-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/03/CPMD2-Drop-Point-JR-3.jpg,10,Drop Point JR Insert for KeyBar JR - Image 10,,,,,,
titanium-multi-tool-insert,Titanium Multi-Tool Insert,"<p>Trying to simplify your KeyBar to it's max potential? The Titanium Multi-Tool Insert is KeyBar's all-in-one insert for KeyBar and KeyBar JRs. This insert has so many functionalities, its insane to think about just how we managed to fit them all into such a small package. The tool has a chamfered end to be used as a prybar, followed by a bottle opener cut out and a ridge indented finger rest for added torque when using the aforementioned functions. That ridge line also doubles as a cap-grip opener when seated and closed into the KeyBar. On the flip side there's a laser engraved ruler with 1/16"" increments for those times you need to take small measurements without having to whip out a flimsy tape measurer. Even more?? The thumbstud switch also acts as a small nail file, and yet again, KeyBar logo side has the same cuts to be utilized as a forever-strike!</p>",KeyBar,,Insert,"All Products, Inserts, All Products > Most Popular, bottle opener, key organizer insert, KeyBar accessories, keychain bottle opener",TRUE,Title,Default Title,,,,,ACS-RULER,4,shopify,31,deny,manual,27.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2021/04/Titanium-Multitool-Insert-for-KeyBar.jpg,1,Titanium Multi-Tool Insert,FALSE,Titanium Multi-Tool Insert,"<ul> <li>Made of 100% Titanium</li> <li>Laser Engraved Ruler with 1/16"" increments</li> <li>Multiple functions including bottle opener and prybar</li> <li>Fits full size and JR</li> </ul>",,g,active
titanium-multi-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Titanium-Multitool-Insert-Alone-1.jpg,2,Titanium Multi-Tool Insert - Image 2,,,,,,
titanium-multi-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Photo-Apr-13-12-15-04-PM-scaled.jpg,3,Titanium Multi-Tool Insert - Image 3,,,,,,
titanium-multi-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Titanium-Multitool-Insert-Bottle-Opener-copy.jpg,4,Titanium Multi-Tool Insert - Image 4,,,,,,
titanium-multi-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Titanium-Multitool-Insert-PryBar-copy-scaled.jpg,5,Titanium Multi-Tool Insert - Image 5,,,,,,
titanium-multi-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Titanium-Multitool-Insert-Capper-copy-scaled.jpg,6,Titanium Multi-Tool Insert - Image 6,,,,,,
titanium-multi-tool-insert,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Photo-Apr-13-4-08-27-PM-scaled.jpg,7,Titanium Multi-Tool Insert - Image 7,,,,,,
stonewashed-aluminum-keybar-jr,Stonewashed Aluminum KeyBar JR,"<div class=""row""> <div class=""sml-12 med-6 columns""> <p>The KeyBar JR is our most minimalist KeyBar, was designed for convenience and carrying only the essentials. Available at an extremely affordable price and made with the same high-grade aluminum on original KeyBars, KeyBar JR is the solution for those who want a more compact everyday carry.</p> <h2>What's included?</h2> <ul> <li > <ul> <li>Blister Packaging</li> <li>(1) KeyBar JR</li> <li>(2) custom designed stainless steel 1/2"" screws (4 keys/tools)</li> <li>(12) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li>Length of the KeyBar - 3.0625""</li> <li>Width of rounded end - .95""</li> <li>Distance between screw holes - 2.25""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> <h3>What can I put in the KeyBar JR?</h3> <ul> <li>3-4 keys and inserts with included screws</li> <li>Up to 12 keys and inserts with extension screws</li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar JR,"All Products, KeyBars > JR Size KeyBars, KeyBars, All Products > Most Popular, aluminum key holder, edc key holder, EDC tools, every day carry key organizer, light weight, minimalist, sleek, slim",TRUE,Title,Default Title,,,,,AKB-JR,40,shopify,0,deny,manual,23.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2021/04/Stonewashed-Aluminum-KeyBar-JR-updated-no-inserts.jpg,1,Stonewashed Aluminum KeyBar JR,FALSE,Stonewashed Aluminum KeyBar JR,"<ul> <li>Sleek, Minimalistic, Lightweight Design</li> <li>Stonewashed Aluminum</li> <li>Optional Pocket Clip</li> </ul>",,g,active
stonewashed-aluminum-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Photo-Apr-27-2-36-29-PM-scaled.jpg,2,Stonewashed Aluminum KeyBar JR - Image 2,,,,,,
stonewashed-aluminum-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2019/11/Aluminum-KeyBar-JR-Key-Organizer-EDC-Tool-Lifestyle-Image.jpg,3,Stonewashed Aluminum KeyBar JR - Image 3,,,,,,
stonewashed-aluminum-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Photo-Apr-27-2-37-30-PM-scaled.jpg,4,Stonewashed Aluminum KeyBar JR - Image 4,,,,,,
stonewashed-aluminum-keybar-jr,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/04/Aluminum-JR-Pocket-Clip.jpg,5,Stonewashed Aluminum KeyBar JR - Image 5,,,,,,
black-g10-keybar,Black G10 KeyBar,"<p>Our Black G10 Composite KeyBars are built to last and feel amazing in your hand. Smooth to the touch, color that will last a lifetime, and the extreme lightweight and durability of G10 composite. These KeyBar's are nothing short of masterpieces in terms of an EDC key carry option.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with choice of titanium pocket clip</li> <li>Comes with Heat Colored Stainless Steel Screws</li> <li>(2) custom designed stainless steel 1/2"" screws (up to 4 keys)</li> <li>(2) custom designed stainless steel 3/4"" screws (up to 8 keys)</li> <li>(2) custom designed stainless steel 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div> </div> </div>",KeyBar,,KeyBar,"All Products, KeyBars > Full Size KeyBars, KeyBars, black, coyote brown, g10, g10 composite, g10 EDC accessories, g10 key holder, g10 keybar, key organizer, od green",TRUE,Title,Default Title,,,,,G10-BLK-KB,72,shopify,0,deny,manual,56.95,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2021/10/Black-G10-Updated-November-2025-KeyBar-Key-Organizer-EDC-Tool.jpg,1,Black G10 KeyBar,FALSE,Black G10 KeyBar,"<ul> <li><strong>Durable & Sleek</strong>: Smooth finish composite material for a premium feel.</li> <li class=""[&&gt;p]:inline""><strong class=""font-semibold"">Convenient Carry</strong>: Titanium pocket clip for secure attachment.</li> <li class=""[&&gt;p]:inline""><strong class=""font-semibold"">Versatile Use</strong>: Inc",,g,active
black-g10-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/10/Photo-Dec-13-2022-2-34-24-PM.jpg,2,Black G10 KeyBar - Image 2,,,,,,
black-g10-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/10/Photo-May-20-11-32-13-AM.jpg,3,Black G10 KeyBar - Image 3,,,,,,
black-g10-keybar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2021/10/Photo-Nov-08-12-35-35-PM-scaled.jpg,4,Black G10 KeyBar - Image 4,,,,,,
anodized-black-aluminum,Anodized Black Aluminum,"<p>Our most popular KeyBar material anodized in black for an even more ""under the radar"" look. Keep you keys organized together in one simple package with the Anodized Black Aluminum KeyBar.</p> <div class=""row""> <div class=""sml-12 med-6 columns""> <h2>What's included?</h2> <ul> <li > <ul> <li > <ul> <li>(1) Branded hinged tin</li> <li>(1) KeyBar with a removable titanium pocket clip in the color of your choice</li> <li>Comes with Stainless Steel Screws</li> <li>(2) 1/2"" screws (up to 4 keys)</li> <li>(2) 3/4"" screws (up to 8 keys)</li> <li>(2) 7/8"" screws (up to 12 keys)</li> <li>(18) Washers</li> <li>(2) O rings (allows you to adjust the tension)</li> <li>(1) Titanium key fob link</li> </ul> </li> </ul> <h3>Will my keys fit?</h3> <p>Use the following dimensions to find out:</p> <ul> <li > <ul> <li>Length of the KeyBar - 3.5""</li> <li>Width of each rounded end - .95""</li> <li>Distance between screw holes - 2.55""</li> <li>Screw post diameter - .164""</li> </ul> </li> </ul> </li> </ul> </div> <div class=""sml-12 med-6 columns""> <h2>How much does the KeyBar weigh?</h2> <ul> <li > <ul> <li > <ul> <li>Less than 2 ounces</li> <li>Less than 4 house keys</li> </ul> </li> </ul> <h3>What can I put in the KeyBar?</h3> <ul> <li > <ul> <li>Up to 12 keys and inserts with included screws</li> <li>Up to 28 keys and inserts with extension screws</li> </ul> </li> </ul> </li> </ul> <div class=""box""> <p><strong>Add-Ons:</strong></p> <p><a href=""/product/extension-screws/"">Extension Screws</a> | <a href=""/product/magnut/"">MagNut Set</a> | <a href=""/product/keyrabiner-3-0/"">Keyrabiner</a><br><a href=""/product/ut-tl/"">Utility Tool</a> | <a href=""/product/pick/"">Pick</a> | <a href=""/product/quick-key-tab-copy/"">Quick Key Tab</a> | <a href=""/product-category/inserts/"">+ More</a></p> </div></div></div>",KeyBar,,Gear,"aluminum key holder, aluminum KeyBar, anodized, black anodized, key organizer, multitool",TRUE,Title,Default Title,,,,,AKB-BLK,113,shopify,'-13,continue,manual,00.00,,TRUE,TRUE,,https://www.keybar.us/wp-content/uploads/2019/01/Black-Anodized-Aluminum-KeyBar-White-Background.png,1,Anodized Black Aluminum,FALSE,Anodized Black Aluminum,<ul> <li>Top Seller</li> <li>Anodized in Black</li> <li>Titanium Pocket Clip Included</li> </ul>,,g,active
anodized-black-aluminum,,,,,,,,,,,,,,,,,,,,,,,,,https://www.keybar.us/wp-content/uploads/2016/05/Anodized-Black-Aluminum-KeyBar..jpg,2,Anodized Black Aluminum - Image 2,,,,,,
